tr, amp, labels
97.3631,4413.92,carbon
95.1762,5970.18,carbon
97.1085,7856.51,carbon
195.119,10414.9,alpha
88.1462,9713.11,carbon
92.6168,6368.38,carbon
99.9482,7424.85,carbon
97.0181,7163.65,carbon
102.91,6184.68,carbon
98.686,4416.2,carbon
102.307,4878.59,carbon
105.987,4409.6,carbon
215.792,11736.3,alpha
99.1728,11079.8,carbon
184.668,9551.36,alpha
190.919,9921.34,alpha
97.178,6873.84,carbon
97.4991,10709.1,carbon
89.5137,7269.48,carbon
181.289,9125.25,alpha
106.794,20972,carbon
92.3651,8306.55,carbon
101.061,5836.11,carbon
104.391,9362.02,carbon
155.656,9929.47,alpha
95.6863,5489.08,carbon
90.9756,6478.51,carbon
89.3274,5048.13,carbon
95.332,12218.1,carbon
101.534,8376.5,carbon
93.3298,9327.37,carbon
104.949,5864.08,carbon
107.773,9987.52,carbon
195.119,7766.95,alpha
99.2309,11701.2,carbon
102.259,6785.33,carbon
87.0775,7308.4,carbon
104.304,5992.42,carbon
198.474,8346.04,alpha
188.497,10136.5,alpha
97.0035,4203.71,carbon
94.4001,7364.84,carbon
205.26,9073.42,alpha
168.397,9601.54,alpha
97.2549,6403.18,carbon
214.188,9920.18,alpha
98.271,13284.1,carbon
94.951,8860.61,carbon
106.407,5219.53,carbon
101.951,6585.71,carbon
94.8634,4861.56,carbon
99.435,6544.87,carbon
161.178,5175.25,alpha
214.278,10828.4,alpha
103.451,5852.65,carbon
96.0576,4402.2,carbon
124.068,9581.04,alpha
98.7614,11551.5,carbon
196.97,7410.44,alpha
97.1501,8181.19,carbon
97.898,9077.89,carbon
107.483,5642.49,carbon
103.365,5117.53,carbon
91.4739,9740.57,carbon
106.531,8930.17,carbon
211.365,10524.7,alpha
98.0946,10074.8,carbon
92.4803,6150.94,carbon
110.617,7715.53,carbon
92.4762,4552.52,carbon
94.0374,7273.92,carbon
91.3425,4160.17,carbon
218.575,10181.8,alpha
91.0853,4305.44,carbon
203.691,8630.49,alpha
93.5415,7203.31,carbon
93.0735,5142.25,carbon
99.7589,16513.7,carbon
101.321,5140.16,carbon
95.6293,4096.96,carbon
219.679,10640.5,alpha
90.6851,4436.86,carbon
98.3022,4816.22,carbon
94.0635,4559.72,carbon
103.07,7483.66,carbon
191.783,7298.66,alpha
97.9026,5868.54,carbon
104.371,6862.21,carbon
98.8883,8156.89,carbon
103.051,4084.38,carbon
91.1296,4685.54,carbon
89.6558,4043.84,carbon
207.203,10987.1,alpha
96.8469,7953.13,carbon
96.4439,6820.35,carbon
99.8499,6926.06,carbon
88.4764,5781.55,carbon
97.4917,9993.06,carbon
98.7971,5050.92,carbon
95.215,8502.91,carbon
116.175,8584.27,others
90.8462,8855.11,carbon
88.8366,4942.66,carbon
105.449,7669.36,carbon
89.6354,3744.81,carbon
97.9578,18819.8,carbon
102.54,10564.1,carbon
98.7767,12098.1,carbon
99.4253,4478.99,carbon
183.022,8228.14,alpha
103.263,8525.66,carbon
207.003,8050.61,alpha
103.786,8504.27,carbon
98.0151,5087.9,carbon
102.371,9801.77,carbon
103.046,5157.99,carbon
92.5115,7245.9,carbon
101.901,8395.55,carbon
107.657,8140.25,carbon
125.77,9648.68,alpha
123.515,9467.34,alpha
177.698,7452,alpha
196.151,6234.36,alpha
107.129,8986.65,carbon
99.9355,5185.57,carbon
93.3558,10722.9,carbon
98.4732,7946.89,carbon
145.01,9796.51,alpha
155.689,10110.1,alpha
95.0366,6244.52,carbon
176.619,7556.67,alpha
96.7712,5127.88,carbon
105.911,4806.17,carbon
99.7014,6329.32,carbon
104.074,6287.12,carbon
102.381,5494.28,carbon
140.778,18045.3,2alphas
133.161,9394.37,alpha
97.8351,5333.28,carbon
91.661,7000.88,carbon
108.214,6182.57,carbon
151.554,9666.51,alpha
91.6011,4527.12,carbon
104.954,5687.15,carbon
129.338,4898.87,carbon
233.121,8425.03,alpha
92.4987,6330.75,carbon
99.793,8818.88,carbon
96.8403,14500.9,carbon
211.001,9135.78,alpha
82.4788,7762.15,carbon
101.463,11343,carbon
99.0985,8445.21,carbon
173.356,10560.3,alpha
99.7168,7042.53,carbon
104.138,4725.48,carbon
89.029,3706.64,carbon
96.317,4511.39,carbon
96.2477,10568.2,carbon
117.544,5044.35,carbon
107.053,4313.91,carbon
100.055,7511.4,carbon
100.425,8284.34,carbon
98.9857,6220.84,carbon
203.151,9968.89,alpha
101.874,4775.67,carbon
104.6,8189.58,carbon
91.5631,5051.44,carbon
103.408,3666.26,carbon
97.6664,7247.14,carbon
93.408,9569.79,carbon
96.739,3709.19,carbon
95.7876,9978.82,carbon
98.5415,6727.25,carbon
95.9634,7221.42,carbon
145.011,12619.3,carbon
202.486,7606.51,alpha
98.0277,13265,carbon
132.953,5542.1,carbon
98.2711,10594,carbon
94.8107,10083.3,carbon
229.743,10884.5,alpha
100.692,11115.8,carbon
101.825,5481.6,carbon
103.084,8242.61,carbon
91.1515,3652.9,carbon
95.1689,13487.3,carbon
169.39,10126,alpha
95.6852,10623.5,carbon
99.0822,8867.93,carbon
99.4126,6211.34,carbon
91.1303,8425.29,carbon
85.5773,5118.92,carbon
174.211,10133.6,alpha
217.649,9245.98,alpha
100.893,5164.86,carbon
98.5208,8711.69,carbon
95.5257,9592.75,carbon
102.153,7086.52,carbon
182.111,9942.72,alpha
97.4584,15181,carbon
100.818,11551.4,carbon
161.591,9946.94,alpha
98.6125,4993.14,carbon
93.3338,7117.77,carbon
96.0786,4515.24,carbon
109.282,8852.19,carbon
279.886,6215.37,alpha
105.386,6117.24,carbon
92.3906,5823.88,carbon
195.747,10190.1,alpha
93.2652,9423.3,carbon
111.993,11924.9,carbon
95.3557,9848.56,carbon
227.141,9492.72,alpha
83.5304,4737.4,carbon
97.3965,7663.92,carbon
98.4267,7975.4,carbon
99.7802,9581.78,carbon
201.415,11001.6,alpha
208.102,9596.53,alpha
200.336,10472.6,alpha
124.324,8836.21,alpha
136.331,9253.51,alpha
90.4136,6076.23,carbon
97.659,4564.15,carbon
210.931,7576.01,alpha
95.0485,8005.98,carbon
91.0697,3816.96,carbon
226.144,10188.5,alpha
182.093,9811.86,alpha
103.064,6704.72,carbon
96.8529,6932.29,carbon
158.126,10778.2,alpha
98.4327,11327.9,carbon
229.639,10782.8,alpha
207.484,10512.1,alpha
92.2879,6027.31,carbon
199.024,7386.75,alpha
97.9422,11893.6,carbon
103.696,9206.11,carbon
185.876,7299.33,alpha
188.131,6925.91,alpha
100.639,5308.65,carbon
134.032,10097.5,alpha
86.5066,5178.16,carbon
90.372,7055.19,carbon
101.215,14554.2,carbon
95.3269,8138.92,carbon
93.7237,14463,carbon
94.2995,6867.05,carbon
115.275,10061.2,carbon
95.4758,5474.66,carbon
100.5,6552.94,carbon
90.6841,10423.6,carbon
97.3991,8164.71,carbon
88.4845,9822.98,carbon
203.879,9904.17,alpha
101.79,3430.07,carbon
215.002,9060.8,alpha
94.5777,9756.58,carbon
92.8774,10795.4,carbon
99.3575,9039.97,carbon
104.161,12630.6,carbon
108.399,7421.43,carbon
208.212,9483.69,alpha
90.5461,4486.86,carbon
98.7696,6325.01,carbon
162.337,10866.5,alpha
208.168,9983.33,alpha
103.342,5304.87,carbon
101.12,14653.8,carbon
0.707465,10421.9,others
104.972,4637.36,carbon
106.307,3212.12,carbon
100.773,8339.55,carbon
94.4273,4126.04,carbon
107.502,9274.39,carbon
92.2831,7340.2,carbon
94.2015,4031.1,carbon
202.468,10483.8,alpha
104.609,5137.94,carbon
94.9549,10437.3,carbon
100.75,8768.81,carbon
97.2627,5853.7,carbon
98.0076,5524.23,carbon
108.411,4854.52,carbon
235.891,10112.7,alpha
94.9491,7816.88,carbon
100.9,4722.01,carbon
98.2547,11925.3,carbon
101.373,9977.04,carbon
88.3073,7725.42,carbon
92.7349,9211.9,carbon
197.433,11070.3,alpha
96.63,10494.2,carbon
93.9829,3613.51,carbon
86.232,3680.41,carbon
97.6771,5250.3,carbon
173.819,7854.43,alpha
99.7889,4977.38,carbon
101.377,7693.35,carbon
100.439,7322.61,carbon
236.375,10465.7,alpha
211.725,10521.6,alpha
218.149,8407.55,alpha
110.556,5366.43,carbon
136.354,10530.8,alpha
98.9619,5263.61,carbon
102.999,9794.7,carbon
98.2544,4176.19,carbon
221.151,10049.3,alpha
85.6619,5292.62,carbon
96.6803,11221.5,carbon
98.5591,10196.4,carbon
131.485,8934.68,alpha
100.44,5444.21,carbon
96.5477,11224.7,carbon
220.897,10792.1,alpha
107.868,3935.65,carbon
166.308,6634.05,alpha
155.199,9956.93,alpha
94.3388,6928.67,carbon
101.635,9425.73,carbon
209.733,8985.85,alpha
100.729,11086.7,carbon
186.889,8108.81,alpha
131.402,9473.26,alpha
128.166,5707.39,carbon
100.077,5304.29,carbon
99.1559,17425.6,carbon
94.3594,5116.86,carbon
99.484,9930.01,carbon
95.1351,8223.94,carbon
100.115,16034.8,carbon
98.433,4303.73,carbon
89.1476,6821.02,carbon
96.9071,12693.8,carbon
111.498,7111.78,carbon
94.9828,10338.5,carbon
192.779,10622.2,alpha
106.471,9931.05,carbon
108.473,7999.94,carbon
230.799,10252.6,alpha
94.1387,12571.7,carbon
98.814,6646.6,carbon
203.565,12514,alpha
96.3987,16473.6,carbon
190.058,9775.75,alpha
93.9174,8609.58,carbon
95.569,8365.45,carbon
232.581,10564.1,alpha
94.8326,11775.5,carbon
105.873,8174.2,carbon
95.595,6050.24,carbon
100.113,12901.3,carbon
93.9788,6501.64,carbon
96.9743,8330.87,carbon
101.535,5564.08,carbon
193.48,8794.76,alpha
95.0287,6027.95,carbon
236.389,9268.94,alpha
98.0568,15066.2,carbon
101.651,7291.37,carbon
89.3269,8739.45,carbon
101.656,5648.3,carbon
101.944,6983.62,carbon
568.675,9167.81,others
106.193,5896.88,carbon
96.4026,4801.98,carbon
107.258,5320.61,carbon
208.364,9955.29,alpha
193.025,10030.3,alpha
105.606,8562.82,carbon
92.0055,18463.2,carbon
102.506,6169.42,carbon
97.9903,5631.48,carbon
227.87,10568.1,alpha
101.863,4532.13,carbon
173.031,19658.9,2alphas
106.556,8071.55,carbon
138.352,9646.16,alpha
99.7105,8046.93,carbon
98.5993,5454.87,carbon
89.866,12176,carbon
240.239,9041.38,alpha
88.146,4686.28,carbon
98.6223,15399.2,carbon
97.2609,4347.79,carbon
99.2598,10836.1,carbon
96.1971,8092.76,carbon
105.043,4720.19,carbon
105.363,7967.04,carbon
21.0443,6054.3,others
152.114,9831.77,alpha
87.7556,6228.05,carbon
102.064,6261.33,carbon
93.7792,10711.2,carbon
82.1395,6088.94,carbon
183.208,9666.7,alpha
112.209,4240.02,carbon
98.2546,6798.99,carbon
97.745,11479.2,carbon
104.929,7724.1,carbon
206.538,9643.78,alpha
107.155,5966.05,carbon
106.489,4960.27,carbon
96.9933,10941.2,carbon
106.775,8951.91,carbon
227.017,10555.5,alpha
102.12,6257.81,carbon
85.432,5814.82,carbon
100.032,10106.3,carbon
99.955,4627.84,carbon
102.905,6917.68,carbon
165.589,9795.69,alpha
99.7103,5379.9,carbon
97.021,11407.6,carbon
244.679,10173.2,alpha
104.594,11215.1,carbon
95.9816,7796.9,carbon
98.8009,6943.77,carbon
86.6653,5718.11,carbon
99.6457,6579.42,carbon
103.854,6533.27,carbon
103.677,5714.02,carbon
100.689,8330.95,carbon
210.221,9977.41,alpha
105.235,4647.51,carbon
217.792,9647.05,alpha
98.0208,9275.94,carbon
101.74,10839.6,carbon
107.343,7209.38,carbon
106.943,7934.09,carbon
95.3845,9804.3,carbon
97.6084,7429.57,carbon
98.6503,5756.33,carbon
96.9921,9457.97,carbon
213.929,10786.1,alpha
212.327,9839.3,alpha
88.6609,6148.93,carbon
97.7365,23231.6,carbon
218.162,9677.18,alpha
95.887,6278.04,carbon
102.994,4906.25,carbon
97.2391,4584.66,carbon
98.1987,5804.3,carbon
105.76,4941.84,carbon
220.389,10877.9,alpha
115.713,4808.43,carbon
197.269,11403.7,alpha
95.5918,6912.67,carbon
107.772,4549.5,carbon
90.9124,3846.43,carbon
101.657,5342.55,carbon
90.2532,8247.62,carbon
89.767,9817.19,carbon
222.881,10340.9,alpha
105.284,9030.96,carbon
149.688,9236.71,alpha
207.404,8517.92,alpha
97.4087,9282.37,carbon
101.784,8756.21,carbon
92.6464,8064.73,carbon
90.7919,7769.08,carbon
102.939,5659.6,carbon
107.82,5644.88,carbon
99.0555,12726.4,carbon
91.0502,6922.7,carbon
195.564,10753.7,alpha
92.459,6543.06,carbon
144.324,19925.2,2alphas
92.6971,5918.69,carbon
88.7268,9471.66,carbon
86.5814,7032.28,carbon
246.16,10590.8,alpha
95.32,5073.46,carbon
97.1956,6819.16,carbon
104.054,10477.3,carbon
124.113,9903.42,alpha
220.721,9282.99,alpha
111.399,9151.92,carbon
104.343,6138.68,carbon
93.0994,6649.33,carbon
105.905,26720.9,carbon
105.063,5226.02,carbon
103.656,10635.7,carbon
87.8279,9000.25,carbon
92.7542,12129.3,carbon
92.0647,10045.2,carbon
108.434,14128.5,carbon
94.4183,11613.8,carbon
227.173,10325.3,alpha
116.519,4514.5,carbon
103.322,12030,carbon
207.305,10631.1,alpha
110.531,6336.44,carbon
109.258,10256.4,carbon
101.921,7933.86,carbon
94.738,13907.9,carbon
206.652,9875.28,alpha
105.275,9331.58,carbon
98.7086,7296.12,carbon
96.9889,19156,carbon
98.7894,10483.6,carbon
135.777,10072.7,alpha
93.5481,3776.42,carbon
103.089,11799.6,carbon
90.9771,11947.1,carbon
107.299,9646.22,carbon
85.536,4922.7,carbon
106.109,8816.32,carbon
107.212,9268.18,carbon
95.9081,4989.01,carbon
189.931,10217.4,alpha
96.911,8249.54,carbon
95.6555,6152.58,carbon
91.234,7169.42,carbon
96.9168,6552.15,carbon
97.624,8814.74,carbon
99.4809,6988.59,carbon
107.133,17442.4,carbon
100.063,7031.45,carbon
101.994,12280.6,carbon
93.3542,7689.79,carbon
153.824,8171.52,alpha
93.7381,9726.81,carbon
105.03,5925.27,carbon
104.784,8891.29,carbon
201.402,10148.3,alpha
96.5269,5660.31,carbon
92.2942,5822.07,carbon
106.195,5416.37,carbon
97.0207,6688.42,carbon
103.504,8885.54,carbon
205.058,9700.33,alpha
104.927,6063.35,carbon
88.9981,7602.62,carbon
193.164,9896.52,alpha
137.944,9443.2,alpha
88.1648,5044.17,carbon
98.047,5369.1,carbon
100.934,10557.7,carbon
99.8835,6878.75,carbon
133.479,9520.88,alpha
179.135,8652.47,alpha
83.3274,6281.85,carbon
207.985,10838.4,alpha
94.9342,11566.4,carbon
103.843,8290.79,carbon
92.3513,4588.99,carbon
116.845,9625.76,others
117.345,9326.79,others
96.7896,4232.9,carbon
94.2398,6033.93,carbon
104.488,7901.39,carbon
104.82,8665.39,carbon
144.583,16597.2,2alphas
104.712,5286.81,carbon
95.7902,12783.4,carbon
97.0678,5545.49,carbon
102.872,9032.93,carbon
177.898,9241.83,alpha
106.092,6864.54,carbon
100.619,5199.12,carbon
92.8852,6639.81,carbon
96.8196,6727.55,carbon
99.6553,5668.01,carbon
239.361,9706.35,alpha
255.824,9585.63,alpha
105.469,10505.1,carbon
97.7737,9492.3,carbon
194.503,10435.7,alpha
183.952,9600.08,alpha
185.343,9869.66,alpha
90.7767,17277.9,carbon
156.394,10310.2,alpha
96.7017,4753.43,carbon
98.1436,4650.77,carbon
211.167,10152.2,alpha
95.6824,7175.31,carbon
86.4944,6321.21,carbon
212.654,8321.48,alpha
91.9623,12320.4,carbon
99.5046,11620,carbon
202.747,7001.19,alpha
97.7356,6985.21,carbon
91.126,8154.42,carbon
90.9269,8522.54,carbon
95.4587,6054.72,carbon
200.251,9944.02,alpha
99.3139,3601.87,carbon
103.765,13869.5,carbon
109.625,7429.79,carbon
219.121,9844.26,alpha
196.176,7610.15,alpha
90.5932,9126.18,carbon
86.7918,7189.46,carbon
102.245,15656.3,carbon
204.062,10368.8,alpha
108.572,22179.2,carbon
219.832,9830.37,alpha
96.8634,15598.3,carbon
102.424,10685,carbon
195.926,9914.1,alpha
185.6,10866.9,alpha
88.3044,4018.77,carbon
179.073,8581.09,alpha
90.3592,10039.4,carbon
109.298,3546.23,carbon
177.332,11055.5,alpha
96.1112,4914.82,carbon
98.5184,11011.9,carbon
93.6994,13059.4,carbon
191.373,10272.4,alpha
221.753,10752.9,alpha
90.6733,8627.68,carbon
95.6386,8578.43,carbon
96.7365,7107.53,carbon
103.352,7144.52,carbon
737.076,6716.69,others
83.6935,3945.28,carbon
119.71,3739.25,carbon
100.439,16231.3,carbon
102.113,6829.14,carbon
110.285,5450.93,carbon
89.6991,5263.35,carbon
112.561,8403.57,carbon
96.2415,3964.81,carbon
0,4176.29,others
94.9595,6046.62,carbon
100.025,10287.5,carbon
96.1775,6504.71,carbon
92.3586,8340.54,carbon
100.187,6316.96,carbon
113.994,9169.72,carbon
160.814,10748.5,alpha
100.449,10460.8,carbon
94.0003,3399.43,carbon
102.326,10120.2,carbon
94.112,7309.02,carbon
107.217,10583,carbon
96.8533,29276.2,carbon
95.1213,4322.84,carbon
93.9833,13508.9,carbon
94.9759,11534.3,carbon
99.273,6777.86,carbon
99.41,12776.8,carbon
102.49,11800.6,carbon
98.1695,6375.89,carbon
96.2387,9275.51,carbon
93.7567,8449.33,carbon
108.22,5770.4,carbon
181.406,14102.8,others
101.356,5189.55,carbon
95.0272,8406.88,carbon
102.128,5584.11,carbon
83.5805,9666.42,carbon
95.7852,8379.66,carbon
101.898,10053.9,carbon
105.728,20131.6,carbon
100.255,12204.3,carbon
75.666,5845.67,carbon
119.02,4077.16,carbon
95.7861,6484.51,carbon
197.545,10384.2,alpha
152.971,10632.4,alpha
98.8118,5516.67,carbon
97.5452,7722.92,carbon
107.705,6071.12,carbon
89.2783,6953.96,carbon
79.8865,4552.26,carbon
100.237,7733.8,carbon
91.9781,11167.7,carbon
105.294,8692.59,carbon
97.2426,8090.4,carbon
95.7237,11163.7,carbon
94.2737,13025.5,carbon
108.339,4402.64,carbon
95.5517,6093.3,carbon
220.526,11068.6,alpha
93.8747,8310.46,carbon
245.153,9685.22,alpha
91.1247,4427.74,carbon
98.5772,11597.5,carbon
103.018,6877.79,carbon
92.8646,7943.77,carbon
83.6037,7718.68,carbon
109.517,23428.7,carbon
184.459,10031.6,alpha
241.35,9904.92,alpha
92.6113,4228.16,carbon
108.68,4821.61,carbon
95.3235,13167.2,carbon
96.6245,8541.35,carbon
217.181,9603.3,alpha
94.6151,5001.71,carbon
162.937,10579.9,alpha
96.2988,9275.77,carbon
187.979,10361.1,alpha
112.064,5213.14,carbon
218.614,10365,alpha
105.091,17786.1,carbon
93.444,6478.45,carbon
87.7963,7536.27,carbon
201.943,9012.64,alpha
89.1077,4785.23,carbon
94.2556,4551.51,carbon
193.126,10395.4,alpha
97.0833,10718.1,carbon
110.272,12747.2,carbon
103.923,7997.3,carbon
103.442,4747.55,carbon
96.8607,4624.41,carbon
230.07,9934.85,alpha
97.2978,11854,carbon
100.833,7478.91,carbon
105.149,7142.57,carbon
171.837,9686.41,alpha
107.422,8276.87,carbon
117.929,9286.93,others
100.692,5300.33,carbon
92.4001,4210.1,carbon
109.361,5083.56,carbon
94.847,4912.67,carbon
160.735,10521.4,alpha
107.355,6193.31,carbon
97.1461,4896.56,carbon
100.438,11721.7,carbon
101.652,28975.2,carbon
92.672,7578.12,carbon
214.516,9458.6,alpha
92.6056,12959.9,carbon
220.371,9726.92,alpha
194.006,10741.3,alpha
96.386,7178.54,carbon
101.254,4459.4,carbon
94.2771,11882.8,carbon
181.476,10576.3,alpha
127.111,9703.14,alpha
99.8947,6513.04,carbon
101.428,6018.15,carbon
94.6941,17065.8,carbon
99.0192,3670,carbon
77.8365,4351.99,carbon
91.2291,12208.5,carbon
96.2409,13568.6,carbon
105.644,10330.1,carbon
107.947,8657.98,carbon
170.282,10353.6,alpha
107.249,8765.83,carbon
100.855,5849.42,carbon
95.195,4855.53,carbon
104.644,6422.03,carbon
95.0961,5690.03,carbon
94.5376,9135,carbon
226.749,9998.06,alpha
231.46,10166.4,alpha
103.51,14993.9,carbon
185.451,9588.93,alpha
114.153,3980.16,carbon
95.0839,7170.74,carbon
205.725,8404.94,alpha
179.529,10534.3,alpha
87.6984,6686.22,carbon
93.0363,10102,carbon
96.5638,7446.33,carbon
212.76,9653.73,alpha
198.534,10610.6,alpha
99.5506,4803.38,carbon
106.751,5275.27,carbon
109.183,6868.09,carbon
117.457,8935.13,others
101.948,6036.45,carbon
98.9071,13796,carbon
108.262,5633.73,carbon
104.548,10766.9,carbon
86.6259,3822.47,carbon
181.802,7049.59,alpha
95.5081,9134.69,carbon
177.014,6390.98,alpha
101.667,13271.9,carbon
97.5532,7187,carbon
193.715,7292.77,alpha
105.28,6929.89,carbon
98.2622,12571.2,carbon
102.478,4155.77,carbon
95.1276,13211.1,carbon
97.4557,8548.23,carbon
94.5343,6326.17,carbon
95.5664,5025.25,carbon
101.497,5173,carbon
94.1993,13140.9,carbon
95.6116,7669.42,carbon
88.1131,5310.35,carbon
95.2706,8170.59,carbon
183.421,10359.8,alpha
92.9157,6956.07,carbon
109.043,8542.71,carbon
104.372,7885.15,carbon
93.83,10340.2,carbon
194.485,10733.8,alpha
170.378,8217.08,alpha
103.988,8092.25,carbon
208.937,9777.61,alpha
105.267,8053.17,carbon
98.7026,4581.69,carbon
89.2269,8164.6,carbon
96.2663,4318.68,carbon
230.671,9778.48,alpha
95.4499,8230.28,carbon
104.863,6387.99,carbon
203.646,9865.73,alpha
89.6756,6240.35,carbon
90.6406,11260.4,carbon
92.5951,20869.2,carbon
104.789,12177.8,carbon
155.256,9536.51,alpha
85.9544,6807.96,carbon
92.2353,8342.88,carbon
105.43,4482.66,carbon
220.266,9947.63,alpha
87.2073,8522.32,carbon
101.926,9376.15,carbon
218.682,9506.59,alpha
104.065,6371.12,carbon
99.8599,3641.19,carbon
95.7152,6795.96,carbon
98.8023,9713.03,carbon
96.2383,4249.65,carbon
93.1604,5917.86,carbon
103.071,4466.61,carbon
100.11,9731.96,carbon
99.9786,8953.95,carbon
207.546,8367.83,alpha
104.591,5935.82,carbon
95.2818,8670.65,carbon
97.5227,4464.23,carbon
98.793,5244.11,carbon
102.069,9805.7,carbon
104.897,5295.52,carbon
214.953,10488.4,alpha
214.452,10627.4,alpha
81.4251,4755.07,carbon
95.7069,7291.34,carbon
191.787,8278.08,alpha
210.964,10129,alpha
203.469,9914.33,alpha
124.563,9457.52,alpha
99.5296,6590.86,carbon
95.2158,11706,carbon
102.553,5777.54,carbon
79.102,4598.05,carbon
103.323,6661.47,carbon
217.659,10093.4,alpha
102.026,4883.38,carbon
95.1262,7556.74,carbon
102.196,7622.27,carbon
98.8658,10546,carbon
99.7682,6596.7,carbon
99.8662,7434.08,carbon
196.812,8139.55,alpha
99.028,6596.12,carbon
95.3927,4539.02,carbon
105.854,9337.38,carbon
202.824,9917.11,alpha
99.6906,9531.47,carbon
92.7461,8878.91,carbon
101.76,10228.8,carbon
91.7452,5875.95,carbon
103.578,11881.4,carbon
265.648,9728.27,alpha
183.517,8512.86,alpha
92.8487,7195.7,carbon
90.9343,9271.73,carbon
89.4168,4671.47,carbon
107.395,11501.8,carbon
98.8181,22235.5,carbon
106.803,9798.44,carbon
95.6717,7490.94,carbon
103.707,6244.75,carbon
180.635,8540.52,alpha
92.2431,4472.19,carbon
100.927,7735.34,carbon
97.7579,4108.81,carbon
91.5302,4937.78,carbon
94.8702,4991.26,carbon
98.5947,8643,carbon
209.516,10498,alpha
191.722,8569.5,alpha
209.618,11516.8,alpha
92.8633,4925.73,carbon
90.2679,8374.21,carbon
99.2235,4672.4,carbon
98.1895,9270.15,carbon
111.378,8907.84,carbon
94.462,9864.09,carbon
103.167,6331.61,carbon
99.24,7575.12,carbon
103.687,4524.78,carbon
102.111,12960.6,carbon
107.259,4999.64,carbon
90.5693,4214.64,carbon
136.621,9096.63,alpha
98.8341,7108.86,carbon
104.803,8759.68,carbon
92.3142,3941.64,carbon
93.2354,6901.77,carbon
161.782,10918.9,alpha
104.754,13952.5,carbon
96.8021,10327.3,carbon
89.5835,9005,carbon
106.202,7719.09,carbon
95.756,7878.15,carbon
219.244,10590,alpha
152.078,10148.8,alpha
214.395,9275.59,alpha
89.1721,6341.01,carbon
90.7377,7933.41,carbon
93.9206,9369.86,carbon
91.774,9182.6,carbon
94.1299,3636.16,carbon
100.732,6968.46,carbon
120.169,9562.9,others
212.304,10013.3,alpha
101.95,14262.8,carbon
90.3049,10285.6,carbon
99.3708,4239.27,carbon
93.6294,5623.4,carbon
93.5086,17580.5,carbon
105.589,6783.13,carbon
99.8536,6422.79,carbon
98.9344,4816.1,carbon
242.922,9956.84,alpha
97.7582,11989.8,carbon
93.1709,8767.99,carbon
107.481,10852.5,carbon
93.5712,12270.1,carbon
98.7301,5566.28,carbon
208.115,9676,alpha
101.012,13721.6,carbon
103.146,5940.65,carbon
97.4445,10557.4,carbon
104.74,5633.08,carbon
83.5178,8559.92,carbon
91.0594,5363.92,carbon
105.218,8257.11,carbon
94.3779,7008.82,carbon
114.838,4358.2,carbon
105.95,14591.7,carbon
102.839,12025.5,carbon
198.664,10514,alpha
111.358,5817.77,carbon
94.6373,6327.19,carbon
97.5046,7965.87,carbon
98.8203,6883.01,carbon
196.115,8467.98,alpha
219.002,9439.7,alpha
102.005,4145.79,carbon
206.758,10471.8,alpha
187.919,8198.73,alpha
96.9283,3423.54,carbon
205.707,8547.69,alpha
102.349,4788.46,carbon
101.587,9673.21,carbon
102.958,7483.58,carbon
113.628,4677.4,carbon
89.5955,8814.11,carbon
95.4384,9972.01,carbon
233.214,10441.6,alpha
84.1019,6605.86,carbon
106.033,6172.47,carbon
157.169,8136.89,alpha
203.664,10300.7,alpha
99.213,13844.8,carbon
98.2313,7320.68,carbon
102.884,4318.98,carbon
199.838,9800.43,alpha
118.478,5149.79,carbon
105.548,18121.3,carbon
105.206,3942.82,carbon
199.991,10145.9,alpha
91.5679,9409.62,carbon
91.2521,9364.21,carbon
212.421,9543.03,alpha
92.4917,5889.75,carbon
106.598,3809.46,carbon
86.541,6370.82,carbon
108.57,7661.77,carbon
90.327,5174.24,carbon
204.726,8905.48,alpha
98.7907,4070.58,carbon
172.19,9202.78,alpha
217.666,9531.27,alpha
92.9673,6164.83,carbon
99.4877,4631.59,carbon
83.6673,6959.49,carbon
106.105,4724.34,carbon
101.056,8626.36,carbon
96.2596,7883.78,carbon
163.704,10367.7,alpha
182.171,8379.28,alpha
93.9557,5532.21,carbon
95.8143,4712.78,carbon
160.257,10649.7,alpha
103.854,10310.4,carbon
105.254,5736.23,carbon
107.882,6029.77,carbon
107.013,9478.01,carbon
101.302,12865.7,carbon
108.061,5701.58,carbon
91.6722,6641.65,carbon
100.506,5991.23,carbon
89.2085,4739.17,carbon
193.988,10593.1,alpha
89.0509,3748.84,carbon
102.733,7224.39,carbon
106.837,9005.85,carbon
131.829,9268.18,alpha
215.973,10159.8,alpha
103.56,3582.74,carbon
259.607,9581.57,alpha
101.262,4442.44,carbon
101.678,8830.56,carbon
100.188,5818.23,carbon
179.6,7555.95,alpha
200.054,8632.53,alpha
103.69,6742.69,carbon
96.8438,8247.5,carbon
97.3756,4696.16,carbon
187.315,6951.89,alpha
103.491,8196.84,carbon
111.24,4244.94,carbon
94.7309,14371,carbon
107.382,11522,carbon
93.1936,7907.65,carbon
224.189,8843.68,alpha
191.302,9941.23,alpha
186.028,10312.3,alpha
99.7346,11214.8,carbon
101.84,5308.96,carbon
102.116,12007.9,carbon
94.3889,10018,carbon
95.656,17547.9,carbon
94.2091,17135.1,carbon
94.5684,4223.98,carbon
112.107,5260.85,carbon
93.5688,6678.01,carbon
107.473,6505.14,carbon
100.463,3640.42,carbon
