tr, amp, labels
106.139,3985.45,carbon
247.327,9730.19,alpha
197.022,9901.32,alpha
100.157,12989.2,carbon
212.324,10070,alpha
167.573,10319.1,alpha
101.452,6504.65,carbon
89.4492,8176.44,carbon
104.202,7659.15,carbon
94.4393,5230.02,carbon
107.436,4796.65,carbon
115.504,6921.69,carbon
102.008,5011.27,carbon
120.169,8910.71,others
89.0902,6918.88,carbon
107.153,7745.38,carbon
96.4879,11797.3,carbon
87.964,7177.57,carbon
108.708,7497.19,carbon
99.7424,4222.84,carbon
106.024,7565.06,carbon
281.429,10363.6,alpha
200.07,8242.59,alpha
100.489,3732.27,carbon
195.539,8685.67,alpha
91.2326,7479.17,carbon
97.0912,21736.4,carbon
95.6203,6199.8,carbon
103.686,7593.7,carbon
118.42,5539.3,carbon
111.091,3681.25,carbon
225.266,10698.9,alpha
237.586,10314.8,alpha
98.316,18018.8,carbon
94.933,15300.3,carbon
107.024,9804.51,carbon
99.9939,14963.8,carbon
196.755,8516.74,alpha
105.649,10512.6,carbon
102.746,5993.62,carbon
250.505,7024.58,alpha
171.824,9854.94,alpha
100.096,5981.06,carbon
203.333,8861.67,alpha
174.675,9972.84,alpha
97.6627,9163.34,carbon
97.0891,11166.7,carbon
199.963,9337.09,alpha
95.934,8810.66,carbon
98.2915,9645.9,carbon
238.976,11799.9,alpha
214.789,10613.6,alpha
232.501,9250.25,alpha
99.5742,5190.69,carbon
148.004,9797,alpha
98.6053,9137.07,carbon
100.907,14537.5,carbon
146.505,10754.6,alpha
194.044,9764.42,alpha
171.588,8296.44,alpha
194.104,9109.53,alpha
101.363,3571.85,carbon
98.9974,26223.6,carbon
102.5,4917.18,carbon
100.614,13044.8,carbon
92.1168,11648.1,carbon
99.339,5152.84,carbon
87.8187,6725.51,carbon
108.34,4505.18,carbon
95.5203,6376.22,carbon
218.539,10609.4,alpha
254.064,10050.5,alpha
190.594,9283.65,alpha
175.492,10460.9,alpha
104.254,4423.45,carbon
105.128,4096.65,carbon
217.355,10142.2,alpha
144.844,10197,alpha
101.126,9216.83,carbon
89.067,3857.04,carbon
227.363,10336.4,alpha
100.934,28527.6,carbon
112.149,5676.89,carbon
103.436,6110.27,carbon
96.5575,10627,carbon
188.578,9820.96,alpha
106.68,7642.54,carbon
95.7279,4657.16,carbon
92.9127,5248.32,carbon
185.377,10458.8,alpha
100.48,11182.1,carbon
97.6807,8509.57,carbon
94.3066,5889.74,carbon
188.863,10005.5,alpha
95.2498,9004.38,carbon
106.069,6777.4,carbon
105.588,5281.85,carbon
101.109,6061.41,carbon
102.716,7067.21,carbon
94.711,4142.32,carbon
202.204,8766.05,alpha
104.478,9152.35,carbon
112.2,8870.85,carbon
97.8865,4129.44,carbon
183.182,10439.8,alpha
212.522,10275.6,alpha
104.543,12076.6,carbon
97.3901,4925.6,carbon
93.5051,3332.96,carbon
99.7071,7531.53,carbon
99.3779,5640.17,carbon
91.7324,5882.31,carbon
103.491,22159.2,carbon
99.8375,4831.39,carbon
104.397,4209.23,carbon
222.518,9785.2,alpha
95.001,14498.4,carbon
106.091,7177.36,carbon
205.657,9684.13,alpha
110.02,9208.69,carbon
116.433,7238.58,carbon
96.8644,10326.2,carbon
101.384,8857.83,carbon
235.803,10130,alpha
166.759,10142.1,alpha
84.5198,7692.24,carbon
212.737,10363.6,alpha
225.859,10423.9,alpha
106.155,9525.04,carbon
193.101,8301.52,alpha
95.8889,4148.78,carbon
97.2603,5280.56,carbon
101.838,9500.4,carbon
103.785,11244.5,carbon
129.068,9615.44,alpha
88.9266,5753,carbon
102.566,4488.8,carbon
214.249,11297.9,alpha
103.598,6140.14,carbon
97.663,8291.52,carbon
103.069,8636.92,carbon
145.311,18516.9,2alphas
101.047,13217.6,carbon
97.0915,6204.42,carbon
89.1419,9503.49,carbon
112.505,4992.84,carbon
155.007,10129.5,alpha
235.955,10143.7,alpha
105.846,7296.04,carbon
183.872,10426.3,alpha
94.2504,8095.11,carbon
91.5663,4649.28,carbon
168.62,10881.8,alpha
99.4671,9434.42,carbon
87.0015,8277.52,carbon
220.894,9569.3,alpha
209.426,8452.82,alpha
102.554,5590.99,carbon
109.526,7874.2,carbon
87.9657,5687.83,carbon
98.6801,5315.78,carbon
174.991,7657.73,alpha
99.0564,16055.4,carbon
190.77,10645.2,alpha
103.458,9625.14,carbon
95.9139,7549.75,carbon
180.732,8740.03,alpha
232.401,10948.5,alpha
103.689,4765.94,carbon
100.646,7094,carbon
95.2982,5026.87,carbon
100.864,6551.98,carbon
147.914,8650.33,alpha
101.795,10443.3,carbon
97.9298,7060.36,carbon
208.743,10137.1,alpha
94.4351,5200.49,carbon
89.3578,9006.78,carbon
97.6263,4203.17,carbon
107.447,8813.14,carbon
234.624,10505.8,alpha
100.169,8702.56,carbon
107.048,8127.35,carbon
98.5712,5367,carbon
104.997,3728.56,carbon
99.2147,8994.85,carbon
227.2,10544.3,alpha
102.41,5659.06,carbon
99.2201,10736.9,carbon
180.698,10073.7,alpha
100.732,10346.5,carbon
84.2249,9725.83,carbon
103.093,9421.89,carbon
101.096,8727.78,carbon
230.086,10567.2,alpha
92.0552,11694,carbon
213.148,8602.9,alpha
97.3686,6520.75,carbon
95.9646,18832.1,carbon
96.3641,8437.93,carbon
96.949,6269.58,carbon
199.483,10375.6,alpha
101.259,3984.43,carbon
98.5133,10780.4,carbon
197.547,9364.64,alpha
201.686,9058.33,alpha
211.856,10665.8,alpha
107.093,6759.66,carbon
184.315,10012,alpha
158.564,10085.3,alpha
119.795,9152.58,others
148.174,10173.1,alpha
102.39,10644,carbon
100.45,6396.51,carbon
158.163,19923,2alphas
92.5216,8699.16,carbon
100.457,10827.6,carbon
119.655,7756.33,others
170.593,8609.36,alpha
95.7992,3776.33,carbon
98.6445,6011.06,carbon
103.268,7276.9,carbon
93.8504,6124.29,carbon
190.903,7988.9,alpha
94.3038,9023.59,carbon
98.5333,7670.5,carbon
97.6842,8327.96,carbon
92.1458,12334.3,carbon
100.458,5312.43,carbon
102.958,5499.84,carbon
97.344,7062.79,carbon
94.8528,14616.9,carbon
105.033,14336.1,carbon
116.243,5612.85,carbon
99.5236,5453.32,carbon
98.3388,10393.8,carbon
105.462,8519.73,carbon
165.035,5970.27,alpha
171.558,11234.9,alpha
95.1507,5102.38,carbon
101.65,20186.5,carbon
94.1298,8945.13,carbon
102.993,5933.44,carbon
99.044,8840.93,carbon
108.202,7019.6,carbon
101.945,10508.6,carbon
99.4486,5512.18,carbon
94.0499,6938.23,carbon
281.611,8257.9,alpha
100.143,11290.9,carbon
102.756,9771,carbon
122.458,9152.6,alpha
102.81,5051.46,carbon
97.6379,11188.7,carbon
86.4846,5015.62,carbon
98.5051,10907.1,carbon
95.4074,7148.24,carbon
185.056,9318.68,alpha
87.8455,4636.3,carbon
172.055,6981.7,alpha
104.184,12927.4,carbon
215.516,10187.6,alpha
102.598,10164.8,carbon
88.308,4490.72,carbon
93.5371,8732.57,carbon
94.1248,13505.2,carbon
91.9175,4067.77,carbon
101.895,10411.5,carbon
104.401,6773.16,carbon
95.7085,7998.74,carbon
186.832,9186.51,alpha
97.9696,6122.26,carbon
92.2016,7600.42,carbon
94.7703,8192.31,carbon
103.229,4231.95,carbon
110.763,4856.82,carbon
99.0798,4887.74,carbon
93.2678,9078.19,carbon
103.751,3852.93,carbon
96.7641,11218.1,carbon
98.5889,7411.67,carbon
100.757,10015.9,carbon
154.824,10013,alpha
93.5763,4687.84,carbon
186.652,9452.73,alpha
102.852,9335.23,carbon
100.08,3846.66,carbon
105.858,8812.33,carbon
102.054,5070.44,carbon
92.2939,4233.47,carbon
95.0207,10089.5,carbon
174.556,10327.8,alpha
103.174,7521.34,carbon
97.2647,7622.63,carbon
89.102,5753.3,carbon
97.5907,14017.1,carbon
122.592,3604.52,carbon
98.3671,4168.41,carbon
172.725,7305.35,alpha
102.838,7329.89,carbon
95.9115,9613.85,carbon
97.243,7262.34,carbon
103.619,8085.66,carbon
101.536,8598.98,carbon
205.294,10193.6,alpha
92.9857,5456.02,carbon
95.5003,8615.95,carbon
88.4048,8567.22,carbon
111.068,5395.84,carbon
179.608,7795.91,alpha
105.283,8905.19,carbon
93.6434,10270,carbon
164.046,9533.36,alpha
228.016,9946.06,alpha
104.229,5080.83,carbon
92.5561,3649.71,carbon
178.914,11205.1,alpha
104.683,4878.29,carbon
201.497,8758.86,alpha
207.127,11364.7,alpha
113.472,8087.96,carbon
135.419,16177.7,2alphas
104.341,6417.76,carbon
103.19,6043.35,carbon
98.9351,7170.47,carbon
103.173,13314.1,carbon
102.848,7160.85,carbon
192.823,9708.7,alpha
106.724,6858.3,carbon
114.83,5119.44,carbon
103.563,14065.8,carbon
110.954,8814.4,carbon
86.0317,11552.9,carbon
199.436,8360.27,alpha
198.713,10723.9,alpha
98.0076,4305.2,carbon
130.757,8990.82,alpha
214.797,10026.9,alpha
169.96,9787.28,alpha
96.9268,4577.89,carbon
98.4745,6518.17,carbon
97.0265,9224.79,carbon
99.1721,9024.63,carbon
111.702,7564.17,carbon
108.14,8445.55,carbon
219.24,7600.55,alpha
105.078,5837.83,carbon
92.373,10508.6,carbon
101.152,5135.28,carbon
92.6951,4627.71,carbon
100.064,4272.72,carbon
98.1681,8283.82,carbon
150.608,18729.9,2alphas
101.882,8825.94,carbon
91.0491,3950.85,carbon
180.485,11053.5,alpha
97.5818,14471.4,carbon
222.613,9462.88,alpha
93.9653,5513.58,carbon
99.754,5690.29,carbon
215.506,10090.5,alpha
91.893,3621.95,carbon
96.8157,7572.49,carbon
108.994,5656.66,carbon
95.1145,9701.13,carbon
97.3001,16020.5,carbon
99.1424,5144.73,carbon
161.07,9230.02,alpha
93.1518,7185.83,carbon
96.1963,5158.45,carbon
99.9441,9304.06,carbon
102.465,21636.6,carbon
101.344,6983.77,carbon
98.7589,8000.11,carbon
98.4418,6890.36,carbon
141.258,17711.4,2alphas
93.9609,5746.41,carbon
98.5523,6043.03,carbon
209.824,8289.9,alpha
198.887,8150.71,alpha
165.082,8457.25,alpha
209.674,10299.9,alpha
95.1049,12697,carbon
188.227,8546.45,alpha
216.714,11219,alpha
111.809,7670.17,carbon
97.4747,12446.6,carbon
100.202,13960.1,carbon
111.375,5925.86,carbon
114.86,9518.71,others
80.6696,4891.79,carbon
94.5218,6250.88,carbon
104.531,30876.3,carbon
104.397,7068.04,carbon
87.599,9579.27,carbon
199.738,10637.9,alpha
125.953,16877,2alphas
105.009,6248.44,carbon
108.553,8245.32,carbon
101.645,8456.55,carbon
100.035,7063.36,carbon
103.529,4307.41,carbon
96.6896,8093.83,carbon
97.9137,3866.11,carbon
220.506,10620.9,alpha
93.3925,7419.31,carbon
96.9724,4126.82,carbon
140.247,19895.9,2alphas
92.6649,12602.1,carbon
99.8987,6109.49,carbon
106.135,6118.26,carbon
98.2477,12602.8,carbon
110.786,6867.87,carbon
152.644,10409.4,alpha
109.68,6509,carbon
94.9307,9719,carbon
91.3919,10159.5,carbon
225.125,9755.6,alpha
91.5727,3487.79,carbon
89.0749,4935.24,carbon
104.275,5552.28,carbon
103.859,7626.24,carbon
102.788,4886.7,carbon
100.296,4574.38,carbon
176.029,7936.58,alpha
207.67,10442.8,alpha
157.311,10340.8,alpha
232.969,8953.08,alpha
96.3999,9028.94,carbon
181.839,7997.08,alpha
153.65,8608.86,alpha
102.726,6755.38,carbon
157.797,9873.99,alpha
92.8147,11396.7,carbon
94.1461,6431.24,carbon
109.427,5375.66,carbon
93.7565,11901.6,carbon
98.0272,7905.94,carbon
97.8329,5695.03,carbon
101.544,8133.99,carbon
91.5992,5907.64,carbon
95.7874,13361.2,carbon
93.1983,12524,carbon
239.393,9729.32,alpha
100.014,9365.19,carbon
92.3533,10333.6,carbon
103.24,6944.63,carbon
101.613,6563.19,carbon
205.272,6802.67,alpha
90.528,3856.49,carbon
112.798,8937.2,carbon
94.3118,7279.92,carbon
97.4381,5670.7,carbon
103.948,3966.79,carbon
102.347,9100.2,carbon
94.1701,9401.95,carbon
90.6258,4737.32,carbon
106.012,7370.26,carbon
213.766,10467.7,alpha
93.6659,3598.27,carbon
91.1661,15426.7,carbon
100.833,6244.99,carbon
96.1516,5321.03,carbon
226.003,9742.61,alpha
102.656,7426.99,carbon
220.377,9774.26,alpha
172.077,10130.8,alpha
99.9072,5105.93,carbon
83.9312,4523.99,carbon
98.5474,11326.7,carbon
178.468,8007.94,alpha
219.66,11253.8,alpha
100.077,15182.4,carbon
98.8578,4993.33,carbon
97.3176,6231.03,carbon
94.9709,6167.54,carbon
100.097,14776.4,carbon
156.078,9015.08,alpha
97.3862,4541.74,carbon
115.179,4876.55,carbon
111.117,7332.15,carbon
227.275,9363.91,alpha
105.694,7719.56,carbon
221.213,9246.69,alpha
95.9048,7539.05,carbon
99.8029,4361.56,carbon
135.309,9727.29,alpha
99.5535,5154.64,carbon
92.3022,5479.7,carbon
99.9562,6371.8,carbon
92.0591,7848.16,carbon
107.483,5207.6,carbon
100.362,6680.17,carbon
95.1436,5300.89,carbon
100.943,14278.9,carbon
90.5283,6918.64,carbon
92.3672,8871.19,carbon
100.711,12988.1,carbon
89.763,11282.7,carbon
100.11,11149.8,carbon
91.9394,22621.3,carbon
95.6934,11581.1,carbon
90.1246,5075.13,carbon
101.067,7452.5,carbon
88.4653,7017.51,carbon
202.721,10698.3,alpha
109.422,5616.95,carbon
174.849,10351.7,alpha
219.266,9609.09,alpha
97.2313,5554.67,carbon
102.48,5172.6,carbon
90.6569,6776.99,carbon
94.8861,9661.41,carbon
173.56,7282.1,alpha
92.3868,4896.44,carbon
133.545,9949.17,alpha
93.1911,15894.3,carbon
109.081,5958.99,carbon
101.64,5428.7,carbon
108.868,9176.28,carbon
102.612,12058.2,carbon
93.5769,4725.99,carbon
104.905,4486.62,carbon
108.933,8352.08,carbon
88.9775,7066.05,carbon
96.9001,7444.41,carbon
98.3692,6642.61,carbon
96.6774,9621.61,carbon
115.218,6035.89,carbon
98,8384.27,carbon
88.381,4955.27,carbon
180.048,10557.7,alpha
197.204,9744.19,alpha
99.9147,4575.37,carbon
95.7692,6087.1,carbon
93.8324,15380.1,carbon
100.05,8791.09,carbon
132.497,9746.94,alpha
256.363,10780.8,alpha
95.5505,9926.97,carbon
176.234,10349.3,alpha
100.901,12195.1,carbon
102.026,5302.11,carbon
96.2271,9404.28,carbon
90.2285,6812.32,carbon
103.716,5268.17,carbon
97.9443,6348.57,carbon
101.769,5851.27,carbon
92.8453,6399.82,carbon
89.6322,6445.33,carbon
231.091,11460.3,alpha
95.3561,6261.99,carbon
97.7729,5803.31,carbon
96.613,10561.7,carbon
209.768,10373.7,alpha
165.385,10382.9,alpha
93.7796,7084.74,carbon
84.4833,5337.88,carbon
108.116,7235.7,carbon
214.957,9547.75,alpha
98.8718,7481.29,carbon
95.8992,25769,carbon
101.394,9904.58,carbon
102.873,12670.3,carbon
96.9837,5879.65,carbon
87.8453,15084.6,carbon
88.7914,6789.23,carbon
96.6572,6832.71,carbon
102.177,5550.48,carbon
94.4571,5631.88,carbon
229.792,10082.5,alpha
211.562,7991.91,alpha
98.0091,8868.8,carbon
157.809,9186.36,alpha
138.991,9610.57,alpha
89.0498,11630.4,carbon
117.592,4031.09,carbon
92.8313,7615.72,carbon
93.0044,6425.1,carbon
219.3,8561.37,alpha
92.8375,15099,carbon
90.1896,9099.48,carbon
107.948,4080.46,carbon
101.25,7327.74,carbon
97.7574,5988.27,carbon
124.048,10395,alpha
94.959,6139.94,carbon
103.12,13136.7,carbon
185.675,10078.6,alpha
103.369,8375.86,carbon
190.539,7930.58,alpha
99.6566,5990.55,carbon
102.443,3970.14,carbon
213.616,7802,alpha
91.8176,4159.47,carbon
100.571,8230.78,carbon
89.8158,5784.16,carbon
196.227,10302.6,alpha
95.8086,4810.34,carbon
102.96,4514.59,carbon
206.943,11633.3,alpha
101.298,4895.8,carbon
86.3626,11417.3,carbon
102.711,10636.2,carbon
100.714,6559.23,carbon
101.399,4665.41,carbon
98.3587,3762.07,carbon
115.432,9143.36,others
195.902,10813.8,alpha
94.0487,4059.73,carbon
95.1746,5616.75,carbon
162.757,9974.88,alpha
107.498,10903.2,carbon
95.9088,4588.11,carbon
105.551,6797.06,carbon
98.1495,6547.53,carbon
200.531,8244.63,alpha
99.123,7489.94,carbon
94.1695,4202.63,carbon
96.7864,7700.61,carbon
101.368,4207.37,carbon
105.487,5452.78,carbon
107.631,6548.06,carbon
104.324,16216,carbon
99.7496,8182.24,carbon
122.982,17843.8,2alphas
207.429,9748.94,alpha
193.688,10011.6,alpha
99.6505,12271.2,carbon
91.6194,5331.21,carbon
93.6989,9207.26,carbon
97.6582,6752.43,carbon
210.773,7221.2,alpha
204.814,9651.4,alpha
92.5238,6309.99,carbon
99.5304,9324.62,carbon
197.192,8861.38,alpha
98.0486,27432.3,carbon
101.27,5560.9,carbon
108.996,4725.71,carbon
105.421,9026.5,carbon
91.5225,7170.93,carbon
100.012,8035.69,carbon
104.622,8904.42,carbon
182.786,10549.6,alpha
202.705,10429.9,alpha
269.83,10538.4,alpha
97.9596,9636.85,carbon
91.2888,7696.65,carbon
87.2876,7958.65,carbon
100.047,16365,carbon
174.871,10005.9,alpha
98.2451,5855.21,carbon
93.0971,7709.55,carbon
96.8493,6116.75,carbon
208.069,10830.6,alpha
177.981,8774.01,alpha
104.413,6526.36,carbon
97.7914,6643.96,carbon
98.7951,4010.85,carbon
93.3151,5223.72,carbon
94.1329,9763.37,carbon
98.1231,11279,carbon
91.0914,6125.99,carbon
104.68,3635.04,carbon
94.3787,4914,carbon
104.345,5350.84,carbon
94.1734,5473.27,carbon
102.826,5645.01,carbon
97.9043,8582.16,carbon
93.9335,5203.39,carbon
86.1997,8239.15,carbon
97.0703,4334.43,carbon
97.0169,16855.3,carbon
106.175,7567.51,carbon
251.094,9964.29,alpha
92.0478,5521.71,carbon
197.373,8380.71,alpha
93.2958,8184.24,carbon
221.441,9804.54,alpha
89.4178,6287.95,carbon
91.9242,5107.62,carbon
107.644,5794.14,carbon
115.035,9443.34,others
104.276,7645.81,carbon
94.6655,5398.01,carbon
97.4377,15663.4,carbon
105.857,4877.45,carbon
94.3052,4214.58,carbon
230.595,10366.1,alpha
95.5904,7368.57,carbon
97.4896,7686.03,carbon
220.756,9825.06,alpha
89.4343,9277.66,carbon
96.0195,6015.39,carbon
91.3737,7404.7,carbon
103.133,11592.8,carbon
219.168,11311.9,alpha
99.4907,8391.85,carbon
102.191,4620.09,carbon
105.28,4395.55,carbon
92.7797,6052.23,carbon
93.7789,13611.6,carbon
93.6168,5236.83,carbon
103.604,4685.36,carbon
108.023,10547.2,carbon
202.249,9059.84,alpha
198.486,10008,alpha
100.321,6004.79,carbon
93.8948,9250.26,carbon
95.6133,4837.51,carbon
102.755,8399.53,carbon
97.419,9834.2,carbon
100.623,5158.21,carbon
105.259,10133,carbon
91.6114,7973.89,carbon
200.307,10948.1,alpha
97.0826,6792.85,carbon
95.9862,6078.32,carbon
98.1249,3588.56,carbon
99.0199,7972.32,carbon
229.973,10597.6,alpha
96.7733,7084.84,carbon
90.0985,5516.16,carbon
95.2573,7013.74,carbon
194.752,10251.4,alpha
102.04,8267.13,carbon
198.89,7181.41,alpha
96.2881,9783.19,carbon
146.783,10192.3,alpha
101.924,12223.9,carbon
114.873,9509.99,others
214.207,10686.5,alpha
105.092,11757.8,carbon
85.555,4941.24,carbon
89.9783,8513.96,carbon
97.4653,9038.02,carbon
112.255,8733.8,carbon
226.645,9267.25,alpha
105.679,6092.9,carbon
191.509,9736.18,alpha
98.2559,8044.18,carbon
97.8256,4687.44,carbon
210.593,10889.6,alpha
94.1864,7698.6,carbon
188.914,9970.37,alpha
100.606,7214.31,carbon
99.7275,15620.3,carbon
96.6492,8171.15,carbon
92.8813,5164.71,carbon
102.231,8355.97,carbon
98.2225,10129.4,carbon
103.149,13984.3,carbon
95.427,11261.5,carbon
94.1689,6796.32,carbon
92.0272,12681.5,carbon
102.698,6935.85,carbon
93.7425,8547.99,carbon
99.4257,8038.73,carbon
184.331,8501.39,alpha
101.498,4272.21,carbon
97.9442,6884.73,carbon
98.8687,9084.79,carbon
99.3133,5348.8,carbon
104.581,4654.19,carbon
104.038,4750.25,carbon
100.121,7115.64,carbon
98.4363,6601.29,carbon
96.4687,9185.76,carbon
172.543,11072.2,alpha
103.584,4825.08,carbon
116.99,3778.75,carbon
89.243,4214.17,carbon
109.427,5116.91,carbon
104.906,8232.23,carbon
106.663,4181.84,carbon
103.877,9763.25,carbon
198.392,11045.5,alpha
98.6839,11731.4,carbon
83.164,7577.02,carbon
108.588,4916.36,carbon
101.907,3863.57,carbon
95.3733,5297.62,carbon
193.414,10060.7,alpha
93.2056,4475.95,carbon
104.659,3802.03,carbon
101.473,8663.24,carbon
97.348,4975.59,carbon
95.0321,10237.5,carbon
112.867,4451.17,carbon
96.0858,7261.09,carbon
98.9382,6006.35,carbon
97.9182,8759.53,carbon
97.282,15961.7,carbon
95.6841,4423.81,carbon
190.954,9682.16,alpha
98.6102,11859.7,carbon
104.582,8253.9,carbon
98.0929,10008.1,carbon
280.943,9568.33,alpha
99.4802,7669.49,carbon
103.106,4406.7,carbon
109.494,7403.27,carbon
89.9257,4017.73,carbon
94.6992,5398.1,carbon
184.241,10057,alpha
102.779,4914.45,carbon
104.835,4387.54,carbon
93.8463,11604.8,carbon
92.9354,6217.1,carbon
96.6296,7917.83,carbon
92.6571,5017.97,carbon
101.662,6075.89,carbon
102.263,5834.46,carbon
245.683,11137.2,alpha
83.1639,5840.59,carbon
199.915,10002.9,alpha
97.7784,13859.1,carbon
97.6553,7650.26,carbon
91.5249,3887.37,carbon
94.1983,4306.64,carbon
88.522,5376.1,carbon
100.575,8234.22,carbon
95.9432,9574.17,carbon
104.02,21540.4,carbon
98.1191,11500.6,carbon
196.752,5865.28,alpha
93.0188,18479.6,carbon
98.9426,4709.77,carbon
104.449,14642.7,carbon
99.1309,10374.2,carbon
196.315,8481.19,alpha
101.63,5521.83,carbon
99.8768,5075.85,carbon
94.537,6448.77,carbon
224.458,10882.1,alpha
101.137,6357.29,carbon
92.8342,3828.24,carbon
94.0645,6113.19,carbon
104.83,4168.2,carbon
224.358,10356.1,alpha
92.4471,5999.73,carbon
93.2119,8141.65,carbon
97.1274,7639.84,carbon
102.764,5782.94,carbon
96.8773,8282.46,carbon
92.9213,30844.3,carbon
101.941,16031.3,carbon
192.747,9785.04,alpha
99.8637,9048.67,carbon
91.1419,6848.05,carbon
108.063,7364.71,carbon
106.954,5242.56,carbon
100.335,6053.44,carbon
94.7732,4290.9,carbon
101.991,5422.66,carbon
137.644,7150.45,carbon
224.205,8806.6,alpha
94.2743,6384.17,carbon
102.177,4386.76,carbon
105.33,5661.34,carbon
204.399,10544.9,alpha
104.674,7968.72,carbon
105.572,7183.35,carbon
90.9514,5984.96,carbon
109.953,4392.98,carbon
94.9955,3597.41,carbon
179.045,9002.9,alpha
88.9629,6088.1,carbon
182.151,10704.2,alpha
101.258,10266.1,carbon
102.35,9706.8,carbon
94.906,4153.92,carbon
85.1928,3472.88,carbon
99.3219,9684.15,carbon
88.8307,28569.3,carbon
96.3482,7842.05,carbon
119.05,9302.43,others
103.731,5992.98,carbon
203.709,7675.55,alpha
97.1121,6079.58,carbon
100.973,13200.2,carbon
105.09,6724.6,carbon
0.519065,4153.54,others
95.6474,6028.11,carbon
100.148,6643.52,carbon
101.801,8969.01,carbon
0,9827.73,others
96.5284,8257.87,carbon
100.232,5382.19,carbon
101.442,10316.3,carbon
138.108,9992.3,alpha
93.0463,8549.88,carbon
105.125,5420.19,carbon
84.9174,5927.16,carbon
98.0597,8314.31,carbon
93.3487,7816.48,carbon
95.7072,11820.5,carbon
98.2552,13643.3,carbon
111.158,6106.46,carbon
103.057,11913.7,carbon
178.51,9088.16,alpha
93.2142,5833.72,carbon
97.8998,3760.85,carbon
245.787,10562.2,alpha
209.17,8780.81,alpha
98.1253,7899.36,carbon
96.9537,5351.26,carbon
199.309,15957.2,others
102.648,20399.1,carbon
99.4852,9554.9,carbon
97.8968,15462.1,carbon
92.2103,5594.67,carbon
94.9404,3964.23,carbon
105.246,5993.48,carbon
106.019,5595.13,carbon
91.2476,4859.4,carbon
105.532,5530.37,carbon
98.5766,6890.37,carbon
214.422,9916.28,alpha
95.8671,11129.7,carbon
98.2453,7902.57,carbon
97.4509,12491.2,carbon
100.197,7687.15,carbon
227.567,10065.6,alpha
209.554,10173.9,alpha
96.0629,6264.65,carbon
101.185,10725.8,carbon
98.9341,10544,carbon
97.7957,6165.65,carbon
86.5119,4754.77,carbon
102.712,4793.97,carbon
96.191,11203.3,carbon
104.766,12903,carbon
87.3122,3294.55,carbon
95.5242,5622.28,carbon
122.362,9454.28,alpha
85.9455,17257.6,carbon
82.7527,7629.33,carbon
90.862,6898.1,carbon
95.2807,6647.31,carbon
96.724,12959.4,carbon
100.995,6287.07,carbon
104.256,7455.4,carbon
104.37,5454.02,carbon
102.336,6724.19,carbon
91.5628,7932.75,carbon
103.329,9779.18,carbon
98.211,13718.6,carbon
91.0015,7300.46,carbon
94.4138,11496.8,carbon
90.1736,8373.79,carbon
89.9181,3840.49,carbon
100.301,9878.57,carbon
96.2128,11698.7,carbon
197.291,8300.11,alpha
97.254,8213.71,carbon
94.4457,12594.3,carbon
90.2876,4600.35,carbon
97.6887,4896.51,carbon
118.883,3771.57,carbon
89.4746,4752.85,carbon
190.586,10054,alpha
90.716,3743.38,carbon
98.165,7595.38,carbon
92.5476,5224.21,carbon
235.285,10261.9,alpha
103.087,6770.44,carbon
95.8193,14485.3,carbon
101.987,6646.28,carbon
94.095,10394,carbon
95.3451,13427.8,carbon
98.7767,11858.3,carbon
103.892,5746.03,carbon
192.961,8431.65,alpha
176.975,19684.1,2alphas
92.9098,7398.28,carbon
94.792,10002.6,carbon
84.3839,6988.22,carbon
97.7617,9232.64,carbon
93.9234,9061.05,carbon
111.446,4427.4,carbon
99.1185,18540.1,carbon
93.0284,5387.61,carbon
95.3864,7631.3,carbon
179.335,8776.51,alpha
175.83,10889.8,alpha
95.8401,10391.8,carbon
100.218,4397.44,carbon
99.1209,12680.4,carbon
115.048,15223.1,carbon
100.821,8749.96,carbon
227.164,10351.8,alpha
94.8617,7871.53,carbon
106.174,7805.47,carbon
120.023,9395.26,others
102.023,3869.48,carbon
100.83,5632.45,carbon
174.222,9833.83,alpha
94.2004,6737.81,carbon
116.811,5016.69,carbon
98.514,6522.52,carbon
98.446,8069.09,carbon
94.7823,8860.19,carbon
89.0214,6428.38,carbon
98.5837,19734.2,carbon
90.569,7522.54,carbon
97.4139,8684.89,carbon
100.311,7632.58,carbon
102.64,4564.44,carbon
108.426,4849.91,carbon
96.8779,18015.6,carbon
82.5086,4152.64,carbon
200.659,9840.71,alpha
103.919,4783.47,carbon
113.006,4860.53,carbon
105.833,5404.76,carbon
200.29,8950.05,alpha
89.4274,7788.23,carbon
191.792,8414.64,alpha
97.9542,5657.81,carbon
211.466,9919.21,alpha
104.774,8987.98,carbon
95.7483,7769.45,carbon
87.1817,5894.63,carbon
104.027,7021.16,carbon
96.7346,15931.5,carbon
98.2172,10330.1,carbon
103.477,6485.14,carbon
100.41,5717.31,carbon
181.658,9575.12,alpha
96.9686,8547.97,carbon
149.943,9795.28,alpha
94.656,7728.2,carbon
172.378,8620.71,alpha
86.9573,7517.89,carbon
98.4046,9223.82,carbon
155.467,4738.14,others
96.6475,18503.7,carbon
213.507,9551.59,alpha
100.017,11406.7,carbon
100.25,5904.31,carbon
102.718,10362.4,carbon
107.917,8902.1,carbon
95.5788,6725.16,carbon
208.429,10059.7,alpha
96.9522,3964.57,carbon
0.256282,15903.2,others
94.5082,6538.63,carbon
112.86,9147.21,carbon
